MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
00001b924fcc6922321cfadbafd8a91a,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1826.0,0,7.0,0,,47238.0,2.0,1.0,1,164,120983.0,27.0,205,172,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,172079.0,2.0,5.0,2097.0,,122104.0,SSD,120827.0,0,4096.0,Notebook,13.9,1366.0,768.0,Mobile,,7.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,Upgrade,27.0,120,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,628.0,15816.0,1,,0.0,0,0,0.0,0.0,15.0,1
00001f26e9e5775277d6231fc6ac9e70,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1372.0,0,7.0,0,,36429.0,2.0,1.0,1,80,7198.0,27.0,101,107,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,2102.0,250496.0,4.0,5.0,2407.0,,476940.0,HDD,456309.0,0,4096.0,Desktop,18.5,1366.0,768.0,Desktop,,4294967295.0,10.0.17134.191,amd64,rs4_release,17134,191,Professional,PROFESSIONAL,UUPUpgrade,6.0,28,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,486.0,51601.0,1,,0.0,0,0,0.0,1.0,3.0,0
000024872c81cf03fa862aa8f99e0984,win8defender,1.1.15200.1,4.18.1807.18075,1.275.895.0,0,7.0,0,,53447.0,1.0,1.0,1,171,124736.0,,211,182,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,4589.0,313586.0,2.0,5.0,3470.0,,953869.0,HDD,953034.0,0,8192.0,Desktop,21.5,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,29.0,125,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,,142.0,11081.0,0,,0.0,0,0,0.0,0.0,3.0,0
0000258d2b847c7549150cfec6464473,win8defender,1.1.15100.1,4.18.1807.18075,1.273.925.0,0,7.0,0,,7945.0,2.0,1.0,1,169,141516.0,27.0,209,74,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,Off,1.0,1.0,Notebook,Windows.Desktop,525.0,225830.0,8.0,5.0,3082.0,,953869.0,HDD,252439.0,0,8192.0,Notebook,15.5,1920.0,1080.0,Mobile,,33.0,10.0.17134.191,amd64,rs4_release,17134,191,Core,CORE,Clean,7.0,30,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,38347.0,0,,0.0,0,0,0.0,1.0,3.0,1
000027c68b89acb49d4017763b043449,win8defender,1.1.15200.1,4.18.1807.18075,1.275.130.0,0,7.0,0,,47238.0,2.0,1.0,1,157,114477.0,27.0,199,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,1443.0,256567.0,4.0,5.0,2373.0,,476940.0,HDD,463540.0,0,4096.0,Laptop,13.9,1366.0,768.0,Mobile,lion,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,355.0,19951.0,1,0.0,0.0,0,0,0.0,0.0,1.0,1
000028150912f45b1dc667164de489ef,mse,1.1.15200.1,4.9.218.0,1.275.300.0,0,7.0,0,,29199.0,1.0,1.0,0,80,7198.0,27.0,101,107,windows7,x64,6.1.1.0,7601,768,windows7,7601.18409.amd64fre.win7sp1_gdr.140303-2144,Invalid,1.0,0,,0.0,290.0,,1.0,0.0,Notebook,Windows.Desktop,1781.0,185880.0,2.0,1.0,1458.0,,305245.0,HDD,305142.0,1,4096.0,Notebook,17.1,1440.0,900.0,Mobile,lion,0.0,10.0.10586.164,amd64,th2_release,10586,164,Core,CORE,Update,6.0,28,FullAuto,0,IS_GENUINE,Retail,,,Retail,0.0,803.0,64575.0,0,0.0,0.0,0,0,0.0,0.0,3.0,0
00002a7fd74f9ca4a59a679a7cc80388,win8defender,1.1.15100.1,4.18.1806.18062,1.273.466.0,0,0.0,1,,39.0,1.0,1.0,1,93,64168.0,18.0,277,75,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,0.0,117.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,171199.0,4.0,5.0,2660.0,,953869.0,HDD,99500.0,0,8192.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.17134.191,amd64,rs4_release,17134,191,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,FullAuto,0,INVALID_LICENSE,Retail,,0.0,Unknown,,628.0,27266.0,0,,0.0,0,0,0.0,0.0,8.0,0
00002b7454f06444e8d9f6083d8a9ebd,win8defender,1.1.15300.6,4.18.1809.2,1.277.48.0,0,7.0,0,,53447.0,1.0,1.0,1,178,136271.0,27.0,230,71,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,,137.0,,1.0,1.0,Notebook,Windows.Desktop,666.0,264568.0,4.0,5.0,2665.0,,477102.0,SSD,48602.0,0,8192.0,Laptop,13.3,2560.0,1600.0,Mobile,,0.0,10.0.17134.285,amd64,rs4_release,17134,285,Core,CORE,IBSClean,7.0,30,FullAuto,0,INVALID_LICENSE,Retail,,0.0,Retail,,152.0,45542.0,0,,0.0,0,0,0.0,1.0,1.0,0
00002c6cccecdef94aaa557d0458ab8a,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1795.0,0,7.0,0,,47238.0,2.0,1.0,1,158,79230.0,18.0,202,70,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,111.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,171331.0,4.0,1.0,212.0,,476940.0,HDD,432003.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.16299.309,amd64,rs3_release,16299,309,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8.0,31,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,,644.0,8919.0,1,,0.0,0,0,0.0,1.0,1.0,1
0000309dcbba938f8aa7ee5a0204119d,win8defender,1.1.15100.1,4.10.209.0,1.273.781.0,0,7.0,0,,53447.0,1.0,1.0,1,93,,27.0,119,64,windows8,x86,6.3.0.0,9600,256,windows8.1,9600.19067.x86fre.winblue_ltsb_escrow.180619-2033,Pro,1.0,0,,0.0,333.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,35125.0,2.0,5.0,3423.0,,238475.0,HDD,71532.0,0,2048.0,Notebook,14.0,1366.0,768.0,Mobile,,,10.0.14393.0,x86,rs1_release,14393,0,Core,CORE,IBSClean,8.0,31,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Retail,,628.0,39482.0,0,,0.0,0,0,0.0,0.0,8.0,0
000033565d8f7a3029afd1d6c4c465e9,win8defender,1.1.15100.1,4.8.10240.17914,1.273.356.0,0,7.0,0,,53447.0,1.0,1.0,1,43,12607.0,27.0,53,42,windows10,x64,10.0.0.0,10240,256,th1,10240.17914.amd64fre.th1.180627-1911,Enterprise LTSB,1.0,0,,0.0,65.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,666.0,264571.0,4.0,5.0,2699.0,,477102.0,SSD,363314.0,0,8192.0,Laptop,13.3,2560.0,1600.0,Mobile,lion,0.0,10.0.10240.17914,amd64,th1_st1,10240,17914,EnterpriseS,ENTERPRISE_S,IBSClean,37.0,158,UNKNOWN,0,IS_GENUINE,Volume:GVLK,0.0,0.0,NOT_SET,0.0,,,0,0.0,0.0,0,0,0.0,1.0,7.0,1
0000378813e163d00d5e5f7e0a12b6d9,win8defender,1.1.15200.1,4.18.1807.18075,1.275.488.0,0,7.0,0,,53447.0,1.0,1.0,1,147,77794.0,,187,74,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2102.0,249943.0,4.0,5.0,2660.0,,476940.0,HDD,455657.0,0,4096.0,Notebook,13.9,1366.0,768.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Update,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,486.0,48686.0,1,,0.0,0,0,0.0,0.0,11.0,0
000037f84e21c83328ba6963cdac497b,win8defender,1.1.15200.1,4.18.1807.18075,1.275.173.0,0,7.0,0,,7945.0,2.0,1.0,1,12,110781.0,27.0,15,58,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2653.0,304618.0,4.0,5.0,2697.0,,228936.0,SSD,228106.0,0,8192.0,Laptop,13.2,1920.0,1080.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,12463.0,0,,0.0,0,0,0.0,1.0,2.0,0
000038f24a1ee98931456b3e49f7934b,win8defender,1.1.15200.1,4.18.1806.18062,1.275.879.0,0,7.0,0,,53447.0,1.0,1.0,1,203,143782.0,27.0,255,46,windows10,x86,10.0.0.0,17134,256,rs4,17134.1.x86fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Desktop,Windows.Desktop,585.0,189698.0,4.0,5.0,2453.0,,953869.0,HDD,543445.0,0,6144.0,Desktop,24.0,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.137,x86,rs4_release,17134,137,Professional,PROFESSIONAL,UUPUpgrade,39.0,160,Notify,0,IS_GENUINE,Retail,,0.0,Retail,0.0,142.0,51032.0,0,0.0,0.0,0,0,0.0,0.0,7.0,0
000039104d7f42c15fdc0d1bcb9d4b4a,win8defender,1.1.15200.1,4.18.1807.18075,1.275.91.0,0,7.0,0,1950.0,53447.0,1.0,1.0,1,43,37357.0,27.0,53,42,windows10,x86,10.0.0.0,16299,256,rs3,16299.15.x86fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,4589.0,313586.0,2.0,1.0,451.0,,476940.0,Unspecified,51207.0,0,2048.0,Desktop,17.7,1440.0,900.0,Desktop,,4294967295.0,10.0.16299.125,x86,rs3_release,16299,125,Professional,PROFESSIONAL,Update,37.0,158,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,0.0,142.0,3120.0,0,0.0,0.0,0,0,0.0,0.0,7.0,0
000039c280a86ff549f7f3526e918ae4,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1376.0,0,7.0,0,,53447.0,1.0,1.0,1,205,11382.0,,274,266,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,2206.0,251773.0,4.0,5.0,2267.0,,476940.0,HDD,109434.0,0,4096.0,Desktop,23.0,1920.0,1080.0,Workstation,,4294967295.0,10.0.17134.191,amd64,rs4_release,17134,191,Professional,PROFESSIONAL,UUPUpgrade,29.0,125,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,,93.0,40479.0,0,,0.0,1,0,0.0,0.0,3.0,1
00003ad63e561a25415551cd47d426d5,win8defender,1.1.15300.6,4.13.17134.1,1.277.25.0,0,7.0,0,,53447.0,1.0,1.0,1,171,110673.0,,211,182,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,525.0,331297.0,4.0,5.0,2660.0,,476940.0,HDD,476325.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,276.0,10.0.17134.112,amd64,rs4_release,17134,112,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,29.0,125,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,70432.0,0,,0.0,0,0,0.0,0.0,3.0,0
00003e5e679ccfe7a13e953c47dd584f,win8defender,1.1.15200.1,4.18.1807.18075,1.275.26.0,0,7.0,0,,53447.0,1.0,1.0,1,199,150207.0,27.0,266,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,PCOther,Windows.Desktop,2102.0,230160.0,4.0,5.0,2407.0,,476940.0,HDD,249385.0,0,4096.0,Desktop,20.7,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Reset,14.0,49,FullAuto,0,IS_GENUINE,Volume:GVLK,,0.0,Retail,,93.0,2499.0,0,,0.0,0,0,0.0,0.0,11.0,1
0000422df51e713f82b98e04cb883cb5,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1561.0,0,7.0,0,,53447.0,1.0,1.0,1,9,20805.0,27.0,10,214,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,111.0,,1.0,1.0,Desktop,Windows.Desktop,1980.0,227527.0,8.0,5.0,3079.0,,953869.0,HDD,953318.0,0,8192.0,Desktop,18.5,1366.0,768.0,Desktop,,4294967295.0,10.0.16299.15,amd64,rs3_release,16299,15,Professional,PROFESSIONAL,IBSClean,10.0,35,UNKNOWN,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,,142.0,33968.0,0,,0.0,0,0,0.0,0.0,10.0,1
00004348c2a11460f58a9ae6bca70e2e,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1025.0,0,7.0,0,,53447.0,1.0,1.0,1,68,59605.0,27.0,276,74,windows10,x86,10.0.0.0,14393,256,rs1,14393.576.x86fre.rs1_release_inmarket.161208-2252,Pro,1.0,0,,0.0,94.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,4730.0,311910.0,2.0,5.0,3267.0,,305245.0,HDD,152125.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,li-i,0.0,10.0.14393.576,x86,rs1_release,14393,576,Professional,PROFESSIONAL,Update,7.0,30,Notify,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,897.0,64640.0,0,0.0,0.0,0,0,0.0,1.0,12.0,0
